Image1,Image2,Score
017_7_3.tif,047_3_3.tif,0.30
017_7_3.tif,047_3_4.tif,0.33
017_7_3.tif,047_3_5.tif,0.26
017_7_3.tif,047_3_6.tif,0.31
017_7_3.tif,047_3_7.tif,0.20
017_7_3.tif,047_3_8.tif,0.34
017_7_3.tif,047_4_1.tif,0.19
017_7_3.tif,047_4_2.tif,0.27
017_7_3.tif,047_4_3.tif,0.22
017_7_3.tif,047_4_4.tif,0.26
017_7_3.tif,047_4_5.tif,0.32
017_7_3.tif,047_4_6.tif,0.31
017_7_3.tif,047_4_7.tif,0.28
017_7_3.tif,047_4_8.tif,0.25
017_7_3.tif,047_5_1.tif,0.14
017_7_3.tif,047_5_2.tif,0.23
017_7_3.tif,047_5_3.tif,0.20
017_7_3.tif,047_5_4.tif,0.18
017_7_3.tif,047_5_5.tif,0.18
017_7_3.tif,047_5_6.tif,0.20
017_7_3.tif,047_5_7.tif,0.19
017_7_3.tif,047_5_8.tif,0.21
017_7_3.tif,047_6_1.tif,0.14
017_7_3.tif,047_6_2.tif,0.14
017_7_3.tif,047_6_3.tif,0.19
017_7_3.tif,047_6_4.tif,0.22
017_7_3.tif,047_6_5.tif,0.14
017_7_3.tif,047_6_6.tif,0.14
017_7_3.tif,047_6_7.tif,0.20
017_7_3.tif,047_6_8.tif,0.25
017_7_3.tif,047_7_1.tif,0.27
017_7_3.tif,047_7_2.tif,0.29
017_7_3.tif,047_7_3.tif,0.24
017_7_3.tif,047_7_4.tif,0.43
017_7_3.tif,047_7_5.tif,0.31
017_7_3.tif,047_7_6.tif,0.24
017_7_3.tif,047_7_7.tif,0.37
017_7_3.tif,047_7_8.tif,0.47
017_7_3.tif,047_8_1.tif,0.41
017_7_3.tif,047_8_2.tif,0.37
017_7_3.tif,047_8_3.tif,0.34
017_7_3.tif,047_8_4.tif,0.49
017_7_3.tif,047_8_5.tif,0.32
017_7_3.tif,047_8_6.tif,0.33
017_7_3.tif,047_8_7.tif,0.38
017_7_3.tif,047_8_8.tif,0.44
017_7_3.tif,057_3_1.tif,0.27
017_7_3.tif,057_3_2.tif,0.35
017_7_3.tif,057_3_3.tif,0.35
017_7_3.tif,057_3_4.tif,0.27
017_7_3.tif,057_3_5.tif,0.53
017_7_3.tif,057_3_6.tif,0.40
017_7_3.tif,057_3_7.tif,0.27
017_7_3.tif,057_3_8.tif,0.39
017_7_3.tif,057_4_1.tif,0.41
017_7_3.tif,057_4_2.tif,0.29
017_7_3.tif,057_4_3.tif,0.27
017_7_3.tif,057_4_4.tif,0.32
017_7_3.tif,057_4_5.tif,0.26
017_7_3.tif,057_4_6.tif,0.40
017_7_3.tif,057_4_7.tif,0.31
017_7_3.tif,057_4_8.tif,0.43
017_7_3.tif,057_5_1.tif,0.25
017_7_3.tif,057_5_2.tif,0.28
017_7_3.tif,057_5_3.tif,0.26
017_7_3.tif,057_5_4.tif,0.32
017_7_3.tif,057_5_5.tif,0.29
017_7_3.tif,057_5_6.tif,0.36
017_7_3.tif,057_5_7.tif,0.32
017_7_3.tif,057_5_8.tif,0.20
017_7_3.tif,076_3_1.tif,0.32
017_7_3.tif,076_3_2.tif,0.29
017_7_3.tif,076_3_3.tif,0.33
017_7_3.tif,076_3_4.tif,0.43
017_7_3.tif,076_3_5.tif,0.39
017_7_3.tif,076_3_6.tif,0.34
017_7_3.tif,076_3_7.tif,0.39
017_7_3.tif,076_3_8.tif,0.36
017_7_3.tif,076_4_1.tif,0.22
017_7_3.tif,076_4_2.tif,0.24
017_7_3.tif,076_4_3.tif,0.23
017_7_3.tif,076_4_4.tif,0.25
017_7_3.tif,076_4_5.tif,0.29
017_7_3.tif,076_4_6.tif,0.31
017_7_3.tif,076_4_7.tif,0.32
017_7_3.tif,076_4_8.tif,0.26
017_7_3.tif,076_5_1.tif,0.26
017_7_3.tif,076_5_2.tif,0.22
017_7_3.tif,076_5_3.tif,0.24
017_7_3.tif,076_5_4.tif,0.28
017_7_3.tif,076_5_5.tif,0.24
017_7_3.tif,076_5_6.tif,0.21
017_7_3.tif,076_5_7.tif,0.24
017_7_3.tif,076_5_8.tif,0.21
017_7_3.tif,076_6_1.tif,0.21
017_7_3.tif,076_6_2.tif,0.19
017_7_3.tif,076_6_3.tif,0.20
017_7_3.tif,076_6_4.tif,0.22
017_7_3.tif,076_6_5.tif,0.23
017_7_3.tif,076_6_6.tif,0.23
017_7_3.tif,076_6_7.tif,0.24
017_7_3.tif,076_6_8.tif,0.20
017_7_3.tif,076_7_1.tif,0.31
017_7_3.tif,076_7_2.tif,0.29
017_7_3.tif,076_7_3.tif,0.23
017_7_3.tif,076_7_4.tif,0.22
017_7_3.tif,076_7_5.tif,0.31
017_7_3.tif,076_7_6.tif,0.27
017_7_3.tif,076_7_7.tif,0.32
017_7_3.tif,076_7_8.tif,0.28
017_7_3.tif,076_8_1.tif,0.21
017_7_3.tif,076_8_2.tif,0.20
017_7_3.tif,076_8_3.tif,0.19
017_7_3.tif,076_8_4.tif,0.23
017_7_3.tif,076_8_5.tif,0.21
017_7_3.tif,076_8_6.tif,0.21
017_7_3.tif,076_8_7.tif,0.26
017_7_3.tif,076_8_8.tif,0.19
017_7_4.tif,017_7_5.tif,0.58
017_7_4.tif,017_7_6.tif,0.45
017_7_4.tif,017_7_7.tif,0.61
017_7_4.tif,017_7_8.tif,0.58
017_7_4.tif,017_8_1.tif,0.28
017_7_4.tif,017_8_2.tif,0.30
017_7_4.tif,017_8_3.tif,0.31
017_7_4.tif,017_8_4.tif,0.26
017_7_4.tif,017_8_5.tif,0.29
017_7_4.tif,017_8_6.tif,0.41
017_7_4.tif,017_8_7.tif,0.12
017_7_4.tif,017_8_8.tif,0.37
017_7_4.tif,022_3_1.tif,0.48
017_7_4.tif,022_3_2.tif,0.34
017_7_4.tif,022_3_3.tif,0.14
017_7_4.tif,022_3_4.tif,0.33
017_7_4.tif,022_3_5.tif,0.30
017_7_4.tif,022_3_6.tif,0.43
017_7_4.tif,022_3_7.tif,0.34
017_7_4.tif,022_3_8.tif,0.23
017_7_4.tif,022_4_1.tif,0.46
017_7_4.tif,022_4_2.tif,0.39
017_7_4.tif,022_4_3.tif,0.28
017_7_4.tif,022_4_4.tif,0.30
017_7_4.tif,022_4_5.tif,0.45
017_7_4.tif,022_4_6.tif,0.38
017_7_4.tif,022_4_7.tif,0.41
017_7_4.tif,022_4_8.tif,0.48
017_7_4.tif,022_5_1.tif,0.33
017_7_4.tif,022_5_2.tif,0.34
017_7_4.tif,022_5_3.tif,0.31
017_7_4.tif,022_5_4.tif,0.31
017_7_4.tif,022_5_5.tif,0.41
017_7_4.tif,022_5_6.tif,0.39
017_7_4.tif,022_5_7.tif,0.32
017_7_4.tif,022_5_8.tif,0.30
017_7_4.tif,022_6_1.tif,0.38
017_7_4.tif,022_6_2.tif,0.29
017_7_4.tif,022_6_3.tif,0.31
017_7_4.tif,022_6_4.tif,0.23
017_7_4.tif,022_6_5.tif,0.24
017_7_4.tif,022_6_6.tif,0.26
017_7_4.tif,022_6_7.tif,0.28
017_7_4.tif,022_6_8.tif,0.31
017_7_4.tif,022_7_1.tif,0.44
017_7_4.tif,022_7_2.tif,0.48
017_7_4.tif,022_7_3.tif,0.52
017_7_4.tif,022_7_4.tif,0.40
017_7_4.tif,022_7_5.tif,0.37
017_7_4.tif,022_7_6.tif,0.35
017_7_4.tif,022_7_7.tif,0.44
017_7_4.tif,022_7_8.tif,0.49
017_7_4.tif,022_8_1.tif,0.36
017_7_4.tif,022_8_2.tif,0.44
017_7_4.tif,022_8_3.tif,0.39
017_7_4.tif,022_8_4.tif,0.24
017_7_4.tif,022_8_5.tif,0.32
017_7_4.tif,022_8_6.tif,0.31
017_7_4.tif,022_8_7.tif,0.24
017_7_4.tif,022_8_8.tif,0.30
017_7_4.tif,027_3_1.tif,0.35
017_7_4.tif,027_3_2.tif,0.29
017_7_4.tif,027_3_3.tif,0.27
017_7_4.tif,027_3_4.tif,0.26
017_7_4.tif,027_3_5.tif,0.39
017_7_4.tif,027_3_6.tif,0.24
017_7_4.tif,027_3_7.tif,0.28
017_7_4.tif,027_3_8.tif,0.16
017_7_4.tif,027_4_1.tif,0.30
017_7_4.tif,027_4_2.tif,0.30
017_7_4.tif,027_4_3.tif,0.34
017_7_4.tif,027_4_4.tif,0.27
017_7_4.tif,027_4_5.tif,0.34
017_7_4.tif,027_4_6.tif,0.23
017_7_4.tif,027_4_7.tif,0.25
017_7_4.tif,027_4_8.tif,0.23
017_7_4.tif,027_5_1.tif,0.19
017_7_4.tif,027_5_2.tif,0.19
017_7_4.tif,027_5_3.tif,0.17
017_7_4.tif,027_5_4.tif,0.21
017_7_4.tif,027_5_5.tif,0.16
017_7_4.tif,027_5_6.tif,0.16
017_7_4.tif,027_5_7.tif,0.20
017_7_4.tif,027_5_8.tif,0.24
017_7_4.tif,027_6_1.tif,0.18
017_7_4.tif,027_6_2.tif,0.16
017_7_4.tif,027_6_3.tif,0.16
017_7_4.tif,027_6_4.tif,0.20
017_7_4.tif,027_6_5.tif,0.15
017_7_4.tif,027_6_6.tif,0.15
017_7_4.tif,027_6_7.tif,0.16
017_7_4.tif,027_6_8.tif,0.18
017_7_4.tif,027_7_1.tif,0.41
017_7_4.tif,027_7_2.tif,0.25
017_7_4.tif,027_7_3.tif,0.31
017_7_4.tif,027_7_4.tif,0.34
017_7_4.tif,027_7_5.tif,0.31
017_7_4.tif,027_7_6.tif,0.25
017_7_4.tif,027_7_7.tif,0.34
017_7_4.tif,027_7_8.tif,0.33
017_7_4.tif,027_8_1.tif,0.38
017_7_4.tif,027_8_2.tif,0.28
017_7_4.tif,027_8_3.tif,0.28
017_7_4.tif,027_8_4.tif,0.36
017_7_4.tif,027_8_5.tif,0.34
017_7_4.tif,027_8_6.tif,0.34
017_7_4.tif,027_8_7.tif,0.29
017_7_4.tif,027_8_8.tif,0.26
017_7_4.tif,045_3_1.tif,0.29
017_7_4.tif,045_3_2.tif,0.21
017_7_4.tif,045_3_3.tif,0.31
017_7_4.tif,045_3_4.tif,0.26
017_7_4.tif,045_3_5.tif,0.28
017_7_4.tif,045_3_6.tif,0.19
017_7_4.tif,045_3_7.tif,0.26
017_7_4.tif,045_3_8.tif,0.19
017_7_4.tif,045_4_1.tif,0.27
017_7_4.tif,045_4_2.tif,0.29
017_7_4.tif,045_4_3.tif,0.23
017_7_4.tif,045_4_4.tif,0.25
017_7_4.tif,045_4_5.tif,0.28
017_7_4.tif,045_4_6.tif,0.27
017_7_4.tif,045_4_7.tif,0.28
017_7_4.tif,045_4_8.tif,0.29
017_7_4.tif,045_5_1.tif,0.22
017_7_4.tif,045_5_2.tif,0.24
017_7_4.tif,045_5_3.tif,0.32
017_7_4.tif,045_5_4.tif,0.22
017_7_4.tif,045_5_5.tif,0.29
017_7_4.tif,045_5_6.tif,0.20
017_7_4.tif,045_5_7.tif,0.14
017_7_4.tif,045_5_8.tif,0.19
017_7_4.tif,045_6_1.tif,0.28
017_7_4.tif,045_6_2.tif,0.21
017_7_4.tif,045_6_3.tif,0.28
017_7_4.tif,045_6_4.tif,0.25
017_7_4.tif,045_6_5.tif,0.24
017_7_4.tif,045_6_6.tif,0.26
017_7_4.tif,045_6_7.tif,0.27
017_7_4.tif,045_6_8.tif,0.19
017_7_4.tif,045_7_1.tif,0.32
017_7_4.tif,045_7_2.tif,0.32
017_7_4.tif,045_7_3.tif,0.27
017_7_4.tif,045_7_4.tif,0.29
017_7_4.tif,045_7_5.tif,0.27
017_7_4.tif,045_7_6.tif,0.32
017_7_4.tif,045_7_7.tif,0.26
017_7_4.tif,045_7_8.tif,0.35
017_7_4.tif,045_8_1.tif,0.25
017_7_4.tif,045_8_2.tif,0.29
017_7_4.tif,045_8_3.tif,0.26
017_7_4.tif,045_8_4.tif,0.25
017_7_4.tif,045_8_5.tif,0.25
017_7_4.tif,045_8_6.tif,0.22
017_7_4.tif,045_8_7.tif,0.23
017_7_4.tif,045_8_8.tif,0.22
017_7_4.tif,047_3_1.tif,0.35
017_7_4.tif,047_3_2.tif,0.30
017_7_4.tif,047_3_3.tif,0.25
017_7_4.tif,047_3_4.tif,0.38
017_7_4.tif,047_3_5.tif,0.26
017_7_4.tif,047_3_6.tif,0.31
017_7_4.tif,047_3_7.tif,0.18
017_7_4.tif,047_3_8.tif,0.38
017_7_4.tif,047_4_1.tif,0.26
017_7_4.tif,047_4_2.tif,0.21
017_7_4.tif,047_4_3.tif,0.32
017_7_4.tif,047_4_4.tif,0.30
017_7_4.tif,047_4_5.tif,0.22
017_7_4.tif,047_4_6.tif,0.42
017_7_4.tif,047_4_7.tif,0.23
017_7_4.tif,047_4_8.tif,0.37
017_7_4.tif,047_5_1.tif,0.18
017_7_4.tif,047_5_2.tif,0.23
017_7_4.tif,047_5_3.tif,0.18
017_7_4.tif,047_5_4.tif,0.21
017_7_4.tif,047_5_5.tif,0.19
017_7_4.tif,047_5_6.tif,0.17
017_7_4.tif,047_5_7.tif,0.18
017_7_4.tif,047_5_8.tif,0.25
017_7_4.tif,047_6_1.tif,0.14
017_7_4.tif,047_6_2.tif,0.18
017_7_4.tif,047_6_3.tif,0.24
017_7_4.tif,047_6_4.tif,0.24
017_7_4.tif,047_6_5.tif,0.21
017_7_4.tif,047_6_6.tif,0.19
017_7_4.tif,047_6_7.tif,0.19
017_7_4.tif,047_6_8.tif,0.27
017_7_4.tif,047_7_1.tif,0.25
017_7_4.tif,047_7_2.tif,0.31
017_7_4.tif,047_7_3.tif,0.19
017_7_4.tif,047_7_4.tif,0.48
017_7_4.tif,047_7_5.tif,0.29
017_7_4.tif,047_7_6.tif,0.19
017_7_4.tif,047_7_7.tif,0.42
017_7_4.tif,047_7_8.tif,0.48
017_7_4.tif,047_8_1.tif,0.46
017_7_4.tif,047_8_2.tif,0.49
017_7_4.tif,047_8_3.tif,0.36
017_7_4.tif,047_8_4.tif,0.34
017_7_4.tif,047_8_5.tif,0.28
017_7_4.tif,047_8_6.tif,0.28
017_7_4.tif,047_8_7.tif,0.42
017_7_4.tif,047_8_8.tif,0.40
017_7_4.tif,057_3_1.tif,0.26
017_7_4.tif,057_3_2.tif,0.42
017_7_4.tif,057_3_3.tif,0.44
017_7_4.tif,057_3_4.tif,0.33
017_7_4.tif,057_3_5.tif,0.49
017_7_4.tif,057_3_6.tif,0.40
017_7_4.tif,057_3_7.tif,0.31
017_7_4.tif,057_3_8.tif,0.41
017_7_4.tif,057_4_1.tif,0.38
017_7_4.tif,057_4_2.tif,0.28
017_7_4.tif,057_4_3.tif,0.35
017_7_4.tif,057_4_4.tif,0.41
017_7_4.tif,057_4_5.tif,0.24
017_7_4.tif,057_4_6.tif,0.42
017_7_4.tif,057_4_7.tif,0.35
017_7_4.tif,057_4_8.tif,0.48
017_7_4.tif,057_5_1.tif,0.37
017_7_4.tif,057_5_2.tif,0.35
017_7_4.tif,057_5_3.tif,0.30
017_7_4.tif,057_5_4.tif,0.43
017_7_4.tif,057_5_5.tif,0.35
017_7_4.tif,057_5_6.tif,0.45
017_7_4.tif,057_5_7.tif,0.37
017_7_4.tif,057_5_8.tif,0.23
017_7_4.tif,076_3_1.tif,0.33
017_7_4.tif,076_3_2.tif,0.27
017_7_4.tif,076_3_3.tif,0.33
017_7_4.tif,076_3_4.tif,0.49
017_7_4.tif,076_3_5.tif,0.40
017_7_4.tif,076_3_6.tif,0.32
017_7_4.tif,076_3_7.tif,0.33
017_7_4.tif,076_3_8.tif,0.32
017_7_4.tif,076_4_1.tif,0.28
017_7_4.tif,076_4_2.tif,0.28
017_7_4.tif,076_4_3.tif,0.30
017_7_4.tif,076_4_4.tif,0.33
017_7_4.tif,076_4_5.tif,0.33
017_7_4.tif,076_4_6.tif,0.38
017_7_4.tif,076_4_7.tif,0.32
017_7_4.tif,076_4_8.tif,0.32
017_7_4.tif,076_5_1.tif,0.29
017_7_4.tif,076_5_2.tif,0.27
017_7_4.tif,076_5_3.tif,0.25
017_7_4.tif,076_5_4.tif,0.33
017_7_4.tif,076_5_5.tif,0.24
017_7_4.tif,076_5_6.tif,0.24
017_7_4.tif,076_5_7.tif,0.28
017_7_4.tif,076_5_8.tif,0.24
017_7_4.tif,076_6_1.tif,0.28
017_7_4.tif,076_6_2.tif,0.20
017_7_4.tif,076_6_3.tif,0.26
017_7_4.tif,076_6_4.tif,0.28
017_7_4.tif,076_6_5.tif,0.25
017_7_4.tif,076_6_6.tif,0.25
017_7_4.tif,076_6_7.tif,0.27
017_7_4.tif,076_6_8.tif,0.27
017_7_4.tif,076_7_1.tif,0.38
017_7_4.tif,076_7_2.tif,0.35
017_7_4.tif,076_7_3.tif,0.20
017_7_4.tif,076_7_4.tif,0.20
017_7_4.tif,076_7_5.tif,0.28
017_7_4.tif,076_7_6.tif,0.30
017_7_4.tif,076_7_7.tif,0.30
017_7_4.tif,076_7_8.tif,0.24
017_7_4.tif,076_8_1.tif,0.20
017_7_4.tif,076_8_2.tif,0.27
017_7_4.tif,076_8_3.tif,0.17
017_7_4.tif,076_8_4.tif,0.24
017_7_4.tif,076_8_5.tif,0.19
017_7_4.tif,076_8_6.tif,0.19
017_7_4.tif,076_8_7.tif,0.22
017_7_4.tif,076_8_8.tif,0.17
017_7_5.tif,017_7_6.tif,0.66
017_7_5.tif,017_7_7.tif,0.60
017_7_5.tif,017_7_8.tif,0.56
017_7_5.tif,017_8_1.tif,0.29
017_7_5.tif,017_8_2.tif,0.26
017_7_5.tif,017_8_3.tif,0.24
017_7_5.tif,017_8_4.tif,0.25
017_7_5.tif,017_8_5.tif,0.26
017_7_5.tif,017_8_6.tif,0.32
017_7_5.tif,017_8_7.tif,0.14
017_7_5.tif,017_8_8.tif,0.35
017_7_5.tif,022_3_1.tif,0.39
017_7_5.tif,022_3_2.tif,0.29
017_7_5.tif,022_3_3.tif,0.14
017_7_5.tif,022_3_4.tif,0.32
017_7_5.tif,022_3_5.tif,0.33
017_7_5.tif,022_3_6.tif,0.38
017_7_5.tif,022_3_7.tif,0.29
017_7_5.tif,022_3_8.tif,0.20
017_7_5.tif,022_4_1.tif,0.42
017_7_5.tif,022_4_2.tif,0.31
017_7_5.tif,022_4_3.tif,0.24
017_7_5.tif,022_4_4.tif,0.30
017_7_5.tif,022_4_5.tif,0.39
017_7_5.tif,022_4_6.tif,0.36
017_7_5.tif,022_4_7.tif,0.37
017_7_5.tif,022_4_8.tif,0.41
017_7_5.tif,022_5_1.tif,0.29
017_7_5.tif,022_5_2.tif,0.28
017_7_5.tif,022_5_3.tif,0.28
017_7_5.tif,022_5_4.tif,0.27
017_7_5.tif,022_5_5.tif,0.48
017_7_5.tif,022_5_6.tif,0.30
017_7_5.tif,022_5_7.tif,0.29
017_7_5.tif,022_5_8.tif,0.25
017_7_5.tif,022_6_1.tif,0.35
017_7_5.tif,022_6_2.tif,0.23
017_7_5.tif,022_6_3.tif,0.25
017_7_5.tif,022_6_4.tif,0.19
017_7_5.tif,022_6_5.tif,0.25
017_7_5.tif,022_6_6.tif,0.23
017_7_5.tif,022_6_7.tif,0.25
017_7_5.tif,022_6_8.tif,0.31
017_7_5.tif,022_7_1.tif,0.39
017_7_5.tif,022_7_2.tif,0.35
017_7_5.tif,022_7_3.tif,0.45
017_7_5.tif,022_7_4.tif,0.38
017_7_5.tif,022_7_5.tif,0.31
017_7_5.tif,022_7_6.tif,0.33
017_7_5.tif,022_7_7.tif,0.40
017_7_5.tif,022_7_8.tif,0.37
017_7_5.tif,022_8_1.tif,0.32
017_7_5.tif,022_8_2.tif,0.38
017_7_5.tif,022_8_3.tif,0.39
017_7_5.tif,022_8_4.tif,0.22
017_7_5.tif,022_8_5.tif,0.29
017_7_5.tif,022_8_6.tif,0.28
017_7_5.tif,022_8_7.tif,0.25
017_7_5.tif,022_8_8.tif,0.30
017_7_5.tif,027_3_1.tif,0.31
017_7_5.tif,027_3_2.tif,0.26
017_7_5.tif,027_3_3.tif,0.34
017_7_5.tif,027_3_4.tif,0.25
017_7_5.tif,027_3_5.tif,0.34
017_7_5.tif,027_3_6.tif,0.18
017_7_5.tif,027_3_7.tif,0.23
017_7_5.tif,027_3_8.tif,0.14
017_7_5.tif,027_4_1.tif,0.25
017_7_5.tif,027_4_2.tif,0.26
017_7_5.tif,027_4_3.tif,0.25
017_7_5.tif,027_4_4.tif,0.22
017_7_5.tif,027_4_5.tif,0.28
017_7_5.tif,027_4_6.tif,0.17
017_7_5.tif,027_4_7.tif,0.20
017_7_5.tif,027_4_8.tif,0.19
017_7_5.tif,027_5_1.tif,0.13
017_7_5.tif,027_5_2.tif,0.17
017_7_5.tif,027_5_3.tif,0.17
017_7_5.tif,027_5_4.tif,0.17
017_7_5.tif,027_5_5.tif,0.14
017_7_5.tif,027_5_6.tif,0.12
017_7_5.tif,027_5_7.tif,0.17
017_7_5.tif,027_5_8.tif,0.17
017_7_5.tif,027_6_1.tif,0.16
017_7_5.tif,027_6_2.tif,0.12
017_7_5.tif,027_6_3.tif,0.17
017_7_5.tif,027_6_4.tif,0.19
017_7_5.tif,027_6_5.tif,0.13
017_7_5.tif,027_6_6.tif,0.14
017_7_5.tif,027_6_7.tif,0.14
017_7_5.tif,027_6_8.tif,0.16
017_7_5.tif,027_7_1.tif,0.28
017_7_5.tif,027_7_2.tif,0.23
017_7_5.tif,027_7_3.tif,0.24
017_7_5.tif,027_7_4.tif,0.31
017_7_5.tif,027_7_5.tif,0.22
017_7_5.tif,027_7_6.tif,0.20
017_7_5.tif,027_7_7.tif,0.27
017_7_5.tif,027_7_8.tif,0.27
017_7_5.tif,027_8_1.tif,0.36
017_7_5.tif,027_8_2.tif,0.21
017_7_5.tif,027_8_3.tif,0.24
017_7_5.tif,027_8_4.tif,0.28
017_7_5.tif,027_8_5.tif,0.32
017_7_5.tif,027_8_6.tif,0.27
017_7_5.tif,027_8_7.tif,0.25
017_7_5.tif,027_8_8.tif,0.22
017_7_5.tif,045_3_1.tif,0.27
017_7_5.tif,045_3_2.tif,0.22
017_7_5.tif,045_3_3.tif,0.32
017_7_5.tif,045_3_4.tif,0.24
017_7_5.tif,045_3_5.tif,0.26
017_7_5.tif,045_3_6.tif,0.18
017_7_5.tif,045_3_7.tif,0.23
017_7_5.tif,045_3_8.tif,0.20
017_7_5.tif,045_4_1.tif,0.26
017_7_5.tif,045_4_2.tif,0.25
017_7_5.tif,045_4_3.tif,0.22
017_7_5.tif,045_4_4.tif,0.26
017_7_5.tif,045_4_5.tif,0.22
017_7_5.tif,045_4_6.tif,0.21
017_7_5.tif,045_4_7.tif,0.25
017_7_5.tif,045_4_8.tif,0.24
017_7_5.tif,045_5_1.tif,0.19
017_7_5.tif,045_5_2.tif,0.24
017_7_5.tif,045_5_3.tif,0.28
017_7_5.tif,045_5_4.tif,0.25
017_7_5.tif,045_5_5.tif,0.24
017_7_5.tif,045_5_6.tif,0.21
017_7_5.tif,045_5_7.tif,0.11
017_7_5.tif,045_5_8.tif,0.16
017_7_5.tif,045_6_1.tif,0.19
017_7_5.tif,045_6_2.tif,0.17
017_7_5.tif,045_6_3.tif,0.18
017_7_5.tif,045_6_4.tif,0.24
017_7_5.tif,045_6_5.tif,0.18
017_7_5.tif,045_6_6.tif,0.19
017_7_5.tif,045_6_7.tif,0.22
017_7_5.tif,045_6_8.tif,0.15
017_7_5.tif,045_7_1.tif,0.30
017_7_5.tif,045_7_2.tif,0.27
017_7_5.tif,045_7_3.tif,0.26
017_7_5.tif,045_7_4.tif,0.36
017_7_5.tif,045_7_5.tif,0.27
017_7_5.tif,045_7_6.tif,0.35
017_7_5.tif,045_7_7.tif,0.25
017_7_5.tif,045_7_8.tif,0.32
017_7_5.tif,045_8_1.tif,0.24
017_7_5.tif,045_8_2.tif,0.28
017_7_5.tif,045_8_3.tif,0.27
017_7_5.tif,045_8_4.tif,0.26
017_7_5.tif,045_8_5.tif,0.26
017_7_5.tif,045_8_6.tif,0.23
017_7_5.tif,045_8_7.tif,0.23
017_7_5.tif,045_8_8.tif,0.20
017_7_5.tif,047_3_1.tif,0.37
017_7_5.tif,047_3_2.tif,0.32
017_7_5.tif,047_3_3.tif,0.28
017_7_5.tif,047_3_4.tif,0.37
017_7_5.tif,047_3_5.tif,0.27
017_7_5.tif,047_3_6.tif,0.29
017_7_5.tif,047_3_7.tif,0.19
017_7_5.tif,047_3_8.tif,0.39
017_7_5.tif,047_4_1.tif,0.24
017_7_5.tif,047_4_2.tif,0.24
017_7_5.tif,047_4_3.tif,0.28
017_7_5.tif,047_4_4.tif,0.30
017_7_5.tif,047_4_5.tif,0.30
017_7_5.tif,047_4_6.tif,0.31
017_7_5.tif,047_4_7.tif,0.26
017_7_5.tif,047_4_8.tif,0.33
017_7_5.tif,047_5_1.tif,0.15
017_7_5.tif,047_5_2.tif,0.22
017_7_5.tif,047_5_3.tif,0.17
017_7_5.tif,047_5_4.tif,0.19
017_7_5.tif,047_5_5.tif,0.19
017_7_5.tif,047_5_6.tif,0.17
017_7_5.tif,047_5_7.tif,0.16
017_7_5.tif,047_5_8.tif,0.22
017_7_5.tif,047_6_1.tif,0.13
017_7_5.tif,047_6_2.tif,0.17
017_7_5.tif,047_6_3.tif,0.19
017_7_5.tif,047_6_4.tif,0.27
017_7_5.tif,047_6_5.tif,0.18
017_7_5.tif,047_6_6.tif,0.17
017_7_5.tif,047_6_7.tif,0.20
017_7_5.tif,047_6_8.tif,0.19
017_7_5.tif,047_7_1.tif,0.28
017_7_5.tif,047_7_2.tif,0.29
017_7_5.tif,047_7_3.tif,0.23
017_7_5.tif,047_7_4.tif,0.38
017_7_5.tif,047_7_5.tif,0.31
017_7_5.tif,047_7_6.tif,0.15
017_7_5.tif,047_7_7.tif,0.34
017_7_5.tif,047_7_8.tif,0.45
017_7_5.tif,047_8_1.tif,0.54
017_7_5.tif,047_8_2.tif,0.49
017_7_5.tif,047_8_3.tif,0.27
017_7_5.tif,047_8_4.tif,0.47
017_7_5.tif,047_8_5.tif,0.29
017_7_5.tif,047_8_6.tif,0.38
017_7_5.tif,047_8_7.tif,0.40
017_7_5.tif,047_8_8.tif,0.40
017_7_5.tif,057_3_1.tif,0.24
017_7_5.tif,057_3_2.tif,0.39
017_7_5.tif,057_3_3.tif,0.41
017_7_5.tif,057_3_4.tif,0.32
017_7_5.tif,057_3_5.tif,0.44
017_7_5.tif,057_3_6.tif,0.37
017_7_5.tif,057_3_7.tif,0.28
017_7_5.tif,057_3_8.tif,0.37
017_7_5.tif,057_4_1.tif,0.37
017_7_5.tif,057_4_2.tif,0.25
017_7_5.tif,057_4_3.tif,0.28
017_7_5.tif,057_4_4.tif,0.36
017_7_5.tif,057_4_5.tif,0.22
017_7_5.tif,057_4_6.tif,0.39
017_7_5.tif,057_4_7.tif,0.33
017_7_5.tif,057_4_8.tif,0.48
017_7_5.tif,057_5_1.tif,0.30
017_7_5.tif,057_5_2.tif,0.34
017_7_5.tif,057_5_3.tif,0.28
017_7_5.tif,057_5_4.tif,0.32
017_7_5.tif,057_5_5.tif,0.31
017_7_5.tif,057_5_6.tif,0.30
017_7_5.tif,057_5_7.tif,0.22
017_7_5.tif,057_5_8.tif,0.26
017_7_5.tif,076_3_1.tif,0.31
017_7_5.tif,076_3_2.tif,0.26
017_7_5.tif,076_3_3.tif,0.33
017_7_5.tif,076_3_4.tif,0.39
017_7_5.tif,076_3_5.tif,0.38
017_7_5.tif,076_3_6.tif,0.30
017_7_5.tif,076_3_7.tif,0.33
017_7_5.tif,076_3_8.tif,0.33
017_7_5.tif,076_4_1.tif,0.25
017_7_5.tif,076_4_2.tif,0.24
017_7_5.tif,076_4_3.tif,0.27
017_7_5.tif,076_4_4.tif,0.26
017_7_5.tif,076_4_5.tif,0.27
017_7_5.tif,076_4_6.tif,0.30
